,index,위경도 missing
997,6523,서울특별시 강동구 길동 415-15번지 
998,6524,서울특별시 강동구 천호동 455-7번지 
999,6527,서울특별시 강동구 천호동 327-42번지 
1000,6536,서울특별시 강동구 천호동 153-19번지 
1001,6537,서울특별시 강동구 천호동 153-4번지 
1002,6538,서울특별시 강동구 천호동 375-14번지 
1003,6544,서울특별시 강동구 천호동 425-14번지 
1004,6548,서울특별시 강동구 길동 416-20번지 
1005,6551,서울특별시 강동구 천호동 425-39번지 
1006,6558,서울특별시 강동구 천호동 419-1번지 420-4 
1007,6559,서울특별시 강동구 천호동 423-175번지 
1008,6560,서울특별시 강동구 길동 413-35번지 
1009,6566,서울특별시 강동구 천호동 430-6번지 
1010,6567,서울특별시 강동구 천호동 430-19번지 
1011,6587,서울특별시 강동구 천호동 430-10번지 
1012,6595,서울특별시 강동구 천호동 455-12번지 
1013,6605,서울특별시 강동구 천호동 430-11번지 
1014,6610,서울특별시 강동구 천호동 430-18번지 
1015,6615,서울특별시 강동구 천호동 455-2번지 
1016,6619,서울특별시 강동구 천호동 425-14번지 
1017,6622,서울특별시 강동구 천호동 430-12번지 
1018,6631,서울특별시 강동구 천호동 430-11번지 
1019,6636,서울특별시 강동구 천호동 455-1번지 
1020,6637,서울특별시 강동구 천호동 397-54번지 
1021,6639,서울특별시 강동구 천호동 455-3번지 
1022,6643,서울특별시 강동구 길동 416-20번지 
1023,6659,서울특별시 종로구 종로5가 66-1
